content,sentiment
pettles know cant believe says bleedin song donnie raps tut,1
way seattle yay seattle boo matt leaving,0
parboo lol birmingham st love time move good morning,0
omg guys internet whole day still working ill try fix,0
work wrist hurts much,0
irony inventor ford mustang cant keep car httptinyurlcomlpmvtk via jeffholton,0
ohh boy babys tooth came,0
sux gabe told go afterparty id works cant go,0
robbiebarnes sky terrestrial analogue,0
writersblock yep one drink amp retrorewind block party keeping,1
happy morning sunshine may im driving windows singing smiling wearing shoes im kirsten,1
crap lost game times today day history lostthegame blame meekakitty,0
hello thereeeeeee,1
everyone going hometown show excited get go thames street im gonna see original thames river bitch ohhhh,1
wish get least daysoff row day enough rest days day days day offugh,0
got work late lame busy day,0
still lose followers people hates world hates maybe read httpisgdjgi,0
waiting plane airport exited bout going tasmania see ya get back,1
heyshanny cant wait either welcome yay,1
woke hopefully going see xmen film today,1
gengenw knows makes sad lol,0
kingmoney yep freezing hate winter im literally wearing blackets,0
ive got sunburn arm better news new guitar hero metallica game came beyond happy,0
santojay assume wont able afford traveling anymore youve got contract,0
ljsbaby hahahagutted birthday soonso hell wait haha,1
lmpotter youre welcome,1
vardenrhode many thanks mate,1
happy mothers day mothers world especially tweeter moms,1
last week hits guinea pig pictures webshots didnt even promote way go,1
missed tapulous giving away ttc code,0
spanish suckiest class ever im learning atleast te quiero tiasha,1
head huwwts,0
leesab nooooooooooooooo well g prob june doesnt help u,0
eightwednesday emilyhilleren lost membership got boosted club lonely,0
formicadinette yipe im sorry hear,1
paris till friday,1
sucking abbreviation today sorry sentences look like eight year old typing lol,0
grovesyrmi sorry,0
allysonbrianna well yeah mom doesnt wanna drive way sac far away,0
sunny im bored sad call text,0
back legs kill yesterday big old leak kitchen looks like staying pjs day infront tv,0
happy star wars day everyone enjoy holiday uk,1
miss kris punking everytime hung effnng,1
pool today stupid weather,0
aphrodaisy thanks im making homemade lasagna mum today,1
bought new combo printer costco today officejet j cause cheaper ink old one windows doesnt like fax part,1
long day office tiring week,0
ughhh third bottle foundation ive broken,0
kikimiacherry morning kik enjoy breakfast,1
im bored freakinspecial hope wlan go today,0
go get life sam texted phuture tonight httpsgbeatcompic,0
warwick castle httpsnurlcomizzau amazing devon weekno internet updates,1
ii wanna go home thee weekend ii gas sukks,0
theres nothing right im tired dont want sleep cleaned pretty good proud least id good janitor,0
gheekchik hmmmthe one restaurantone grocery sad dukbolgi,0
jeremydurden really miss right,0
well guess im heading la weekend doubt ill get go ps blog meet greet,0
happiness chinese totally disappointed food usually good fail,0
justwatched depressing episode jon kate everi actually almost cried,0
neildavidson happened three weeks ago serial card fraudster loose,1
love dreambears want gay best friend,1
ugh dunno im best moods know allergies meh,0
texasjackflash thnx follow,1
snowded nice one,1
sydney toyota landcruiser new ad received posted hcc site soon,1
porter making sad panda,0
leaving nola today counting seconds til start crying love place much,0
juicystar man wont home co host xoblair,0
shoes,0
looks like rained weekend climbing,0
mbrevoort thanks works treat need post xml really though thinking emulate rails activeresource,1
fossiloflife sarcy usual,0
wishing warped tour came london canada,1
hairrocks happy birthday,1
yays poker win sketchy student decided show today lawl,1
feel sicklike dont wanna get bed bothered dont go work turn da light pull da shades n tv type sick,0
missjia word yayy twitter dark lol,1
haha aww ok back bionomial expansion ugh joy,0
phone w chantellie lt,1
eujean yeah,0
foooood yummy whose washing dishes rofl,1
everytime still holds horrible horrible memories though,0
awarded first ever credit card,1
nelja exactly like glasgow bgt busier,0
feel bad nice people though whover said line,0
sun shining brightly day begun whats store wandering around les calanques maybe vin definitely,1
thanks much following keep date much possible makeup line plus new collections,1
pink cant wait see december switzerland third rendezvous great show amazing enjoy oz,1
johncmayer widewale courduroyll get ya everytime,1
katcal im relying mobile lacks reception trying help looking silly,0
innonate juliaxgulia cant figure reply tumblr sorry dont get nyc cant go events b,0
photo jdperry seriously thesepictures make day hahaha ialways go aroundsaying omg httptumblrcomxznpirs,1
want see next gossip girl episode,0
darn one slipped right fingers,0
pm im leaving desk last week safari time flies whats good weekend jbii,1
jkblacker unfortunately im jamesog someones squatting,0
awkwardtown know think im going miss though sacrificing money job happiness sucks ass,0
lip pierced minutes died,0
wow thats say star trek cool,1
everyboy give best,1
wiffleball damn,0
kelseyrose wish going still coming nicoles preprom nicolesx cant wait preprom,1
busy ugh largest headache,0
thanks feedback everyone,1
robinmeyers looks like full lincoln marathon yesterday awesome hm tough,1
sitting garden mummy also got text boy thought got hint obviously,1
woo exams nxt wk,1
cassowaryjewel excellent point,1
lmhustlelife shit none yea last weekend crazy think partied hard thats im sic,0
peternomad thanks know,1
better come time count else bam,1
desperate need tweets cheer,0
onti fun tonight,1
hanster ahhahahaha ariyan want listen used bandwidth downloading hamish andy podcast,0
mitchelmusso cant call mitch im sweden,0
tearose wish could enjoy girls day,0
know neck jacked forced pay parking bc cant turn head parallel park free spaces,0
days ca get see paniniii,1
watching greys anatomy take blueberry muffins oven mmm yummy finished geoggers study notes yay,1
saw xmen origins sat far best xmen movie amazing,1
goodnightirene thanks lady,1
stupid net think mum broke,0
actually great start day hope continues getting new american oversized bed evening,1
boss id like check leave please,0
surprise party today parties tomorrow funfunfun need finish bug project oo,1
hurt bring joy see cry know love anything yet u break heart everyday,0
really miss sebastian,0
wedding couldnt perfect,1
last day high school im gonna miss friends,0
love mac msn doesnt work still,0
wtf come need day go,0
hey fun friends cleaning,1
julierubes wont game found late,0
bgt made cry tonight,0
thatdamnninja oh okay every often get random taste blood mouth makes go quoteww bloodquot haha,1
katiekilljoy wanna play tonight pout pout side face,0
arnteriksen im exactly day man buried followfriday,0
finished exams almost moved halls leaving london tomorrow,0
thelastdoctor creepy first really grow like cried like baby tosh died,0
httptwitpiccomwta pretty damn good friday night,1
fun bacontaco night,1
spazzyyarn totally got think awesome,1
cchiron well see ive blah blah blahing muchyep forgot im sorry butim,0
work tired want go bed,0
uploading photos ughhhh go school early tomorrow fml woo excursion win,0
everything annoying today,0
omggg heard someone gonna die new season secret life american teenager noooo,0
amazing night girls,1
alma want somebody hold alma tear tear,0
jaimemcknight yay mark issues tooyoull find lot issues lmao,1
tinylegacies sighs ah well maybe second email clear get approved,0
football session thisfun,1
missing bffls missing friday night dates hot dogs dinner knows evening holds,0
jonasbrothers saw webc awesome loved songs im sad cuz couldnt wake early started,0
jennifalconer thought rubbish twins cute tho,1
evidence conviction absolutely hilarious makes day every time httpbitlylrolj,1
megaman yeah work busy day im tired hungry,0
im still devastated manchester united losing ucl final,0
got new high speed machine stuffed latest technology development office z crashed,0
mitchelmusso im sad missed calling time got home practice late,0
made dentist appointment th june feel sick nervous already however ibprofen paracetemol codeine friends sigh,0
pauloone yes went smooth bad get back work though enjoying friday,0
xranarawr haha told important,1
watched another episode jonas better hannah montana much true,1
drrus brucebrownnc good morning gents ya today,1
watching original sabrina teenage witch movie different series rad,0
faeriegal yep finished chocked full spelling grammatical errors im cleaning tomorrow popping hehe,1
custardcuppcake aussieim hopin sydney less week got visa thursday whoot whoot,1
best day ever missed tomorrow,0
hilzfuld patience worth,0
paper work friday afternoo,0
chrisfullman would never thing thing awesomerer minute walk work,1
elleipein aww honey im sorry,0
itsfrankybitch dont make sad agree tho need sas magical lyrics,0
take away,0
head feels sooooooooooo much better,1
cake sisters birthday,1
banged bloody foot ow,0
sleeeep good day nice night comfy bed,1
lgdadon makes perfect sense guess earth thanks reply,1
going sleep big beach day tommorow love guys nite,1
work work work get tired sudden paularos nicole told say hi aww enthusiastic hi paul,0
wossy jonathan get priscilla ahn raphael saadiq show fab jools holland show,1
reyt fancies valentinos worst times considering cant,0
new headphones mp player yet httpplurkcompxn,0
finally home night dinner drinking friends going sleep hoping bed doesnt spin much,1
richardmadeley oh final msg didnt review boardgame bookchase telly didnt even get nice letter,0
pythonism c nice wouldnt call fun,1
r going mad science sleep missing due back didnt even get watch,0
kellz making cupcakes says cant kelli youre bad sister,0
megspptc dont remember cause watching many youtube lol get back,1
queenkak oh thank thank hoping video online,1
stuck going nd job cant find good office job,0
kiddshow deviantlysweet causeimrossome still shout spider,0
joined twitter thanks mampm,1
minutes never class kinda sad cause class fun,0
oceancity thank blast,1
baldyza thanks man cant wait,1
nigs ah months im sure advanced biased seem grow faster days sound old,0
depechemode concert next week cancelled alternative date known yet dave gahan tumor,0
tired want play random songs gitwar drama essay,1
rx nice submit failblogorg,1
happyskool let today last day yippee rip jackson tyler morris always loved never forgotten,1
itsq lmao smh one threw,1
cant sleep sucks one day sleep get go shopping mom ugh,0
happy fridaynot happy rain,1
somebody smuggle sydney ill slave eternity,1
weekend getting close bad ill stuck north hopefully ill able get next weekend real life fun,0
already finished chatting haha,1
back lunch pouring rain ugh ohh well least gets death cab cutie mood,0
aarg looks like go home vegas weekend much maker faire,1
gailporter ps gutted went order dead famous dvd today amazon couldnt find wallet went back last one sold,0
kickzfadayz boy better get tonight,0
slept eye open hurts like hell wish could find eye lube stuff make feel better,0
cant give blood within year getting tattoo cant giveim gutted,0
rainy day philly looks like gonna movie night,0
agoodstein timknapton good role models like yinz think,1
redmummy glorious weather poor,0
avaswriter aww one,0
got done turning prefinal project computer animation class final due tues classes weeks,1
hate watchn things make sad n wana cry,0
bye bye edinburgh dont want leave,0
ralfrottmann thanks see im back smiling,1
working birthday isnt bad get work ruby rails,1
shaunieo awesome family owns itthe flowers love kids seem lots fun,1
last day tv upfronts w colleagues sydney paris london,0
laughing reasonmaybe im tired haha maybe go bed night,1
perfect outside work,1
got home dinner really really full mom said dad bought sony ak holyyyyyyy,1
slambooutchea day,0
aprilamiller evening sunset time,1
sick n tired people steal peoples work,0
ozzblair hugs bad day youre,0
hellerrr new followerss im tricina amp uhhm im cool,1
stephenfry hong kong great crazy quotenglish namesquot friend works quotmiss chewbacca leungquot,1
never get followfridays,0
whole life come thisincredibly amazing,1
going watch two davids yey,1
awh last day tour ill miss hangin wsendoutscuds children soooolets make awesome nite ok,0
themadmodel soooo happy back,1
today going good day way work spending time jesus,1
djchinojamz got work take whole day great boss,1
got back nom noms favourite restaurant haarlem im sad miss eating food incredible,0
mileycyrusrox iam eating pizza want haha,1
failed shit lol,0
reception food long beach graduation champagne httptwitpiccomeba,1
greenpolkadot u go profile ill help u cause ur right next,1
wants go walmart wont go alone,1
want die want take life forever shes trying get duet,1
sucky day far hope gets better,0
cant bothered working tomorrow,0
monicafrancesca congratulations woootwoooo ginoboi great game nakakahyper kayo,1
congrats dave amp anna surprise proposal enzian theater orlando httpqikcomvideo,1
docthebigman hey ive never caught enyone live,1
frankiero thats amazing quote indeedbtw nice weekend,1
disappointment really sucks im getting used,0
cant sleep happy fugees keeping company,0
fredamooncotch turn closed caption read watch animal planet tiime,1
psa ive usuing twiddict last tweets yet show bored bare w,0
freesats coverage sky dish really really bad moment blocks place really annoying,0
junelover email em email gave u thanx awesome person,1
susiecheng need simple reminderthx,1
buchautor hi michael wow thanks kind words must find love connections bg alone,1
woke breakfast online every morning except holidays weekends haha bath school,1
headed beach puppy maverick hugs much aloha,1
windy raining harder day today bye bye power gos,0
lostintheforest thanks remember sae make stuff,1
go work andrajoi treykinkade,0
hate songs surveys always seem make cry,0
nemitabbah hahahahayeah mess crossing kneeling bit get called outjoking,1
really miss photofiltre photoscape gimp damn confusing,0
ijoostin good think thats fault though didnt use buttermilk recipe back flour,0
excited summer steve winwood eric clapton eagles death metal ahhh dead weather,1
jeninamaree voted hope win,1
dannywood good morning hope enjoy run amp gym workout morning cant wait hear new songs ltpennie,1
stephkerchner heard grapevine might see around today looking forward meeting,1
mixxxonn watched today show didnt see though,0
stars sons hard review didnt grab instantly morning delay review nd listening tomorrow,0
home sick,0
lolzyluvsjb yeaa im sad ive watched live performances peru etc epic wish shed come ni lol xo,0
visiting friendster facebook,1
jlskowro jennsquared wait recipe simply recipes sorries,0
saaaandra want go im tierd,0
feeling great,1
xxxmaggie oh sucks im sorry,0
aw amp really miss alice amp charlotte tonight dunno though hey spoons,0
meerasapra seriously used spend time house,0
iamtam lights concerns lol stay safe,1
fun sun im seeing tan yet though want chocolate,0
sarahleann makes feel better im studying sat night wo blackberries,1
captainboots youre faking hahahai kid,1
emmaroo innerchildsarah likes cookies sad feel sad guilty,0
knightonline booooo least give us mantanence weve waited long hints clues full detail pls,0
got three shots today cant lift arms,0
imjustdanni awww thats fair im lil sad,0
littlepinkstone im either went snicker although enjoying listening rr beer,1
even though everyone wanted newish song teacher agreed old grumpy doesnt like us happy haha,0
switches cellphone huaaaaa cant sleep buzz bebe,0
mrskutcher sorry demi read post attend bgt im sure support sb helped tho world without paps plzz,0
home home last time step outside life,1
trying deny shes beginning miss every single day apart need sprite haha,0
going dirt track races w aaron really good hair day wish could wear makeup though,0
ladybug oh yes sure sad cause miss view house leaving actually,0
denybutterflies omg sorry sorry never know say,0
believe ittomorrow night jay lenos last episode tonight show encourage everyone watch welcome conan,1
nothing nte boooooooo im totally bored,0
yeah im going makati cinema square dad later haha,1
soccergameball use breathe soccer live socceruntil hurt knee badly sad day waspass link around,0
joining facebeek loser friends amy,0
sunilsebastian still lot time stupid contract months change providers,0
pennynash scared daleks dw exhibition cardiff,0
set chuck bass new york palace hotel bad werent filming today httptwitpiccomnht,0
mandydean thanks mandy good sister krikkert may true unfortunately road tires cant say,1
cant go bed sooooo tired,0
missing smartbrain bkk na,0
way sleepy awake,0
ambercadabra wow havent watched movie ages quite fantastic,1
today happy got got school early im bored,1
chatting old classmates hellyeah fun weird conversation haha dyankaaa hello bbm lo error ya,1
unclerush unfair wanted watch came message saying quotthis video currently available countryquot,0
althearicardo hrs go pa ako,0
staceysjustfab blackberry messenger rocks basically iming bb users u add like ur friends saves texts,1
shelleymcarthur cambie slightly event leave waiting feedback though ill keep u posted,1
want whole day hurry,0
yehey summer exciteeeddd balme aaaaaalcohol,1
victory bulldogs celebrated white chocolate cheesecakes nom nom nom whatta fattyyy,1
robtsmith good morning well rob great day,1
travelrants thats cool id happy contribute future articles enjoy rest weekend,1
czarinas ah youve seen either way get experience fantasy sound shock waves vacuum space heh,1
felt like crap behaved like son ate compensate pigged homeroasted sugar almonds painful tum threw still feel sick,0
jonbongato haha interesting haha,1
soo sad mcmcbuddy thinks look like could little rainbow like burritos ok burritos,0
omg time sleep today horror really hope best weekends goodnight buddies,0
chezery im going work married wud never see,0
chumfm oh okthanksdont know courthouse id eitherill learn thoughany nkotb twitter stole pic hates,0
sleep im thinking old friend want hes married damn amp wants scandalous,0
korean music festival lt miss hahaha sexy time lt cant wait till shinee lol,1
downtown fun tonight walk back car rediculous lol,1
life good much greater thursday pm,1
feelin hot,0
im dreading hearing even worse news tonight,0
sashaostrikoff miss,0
nkotbworshiper goes phone night long sometimes phone blowing nice wake,1
ahh juz got new rapidshare account lasts till oct gb download limit daily,1
seantherobot good evening,1
home work,1
oh yeaah well still bffs aha sadiemarie,1
ryan stiles still funniest man ever got great news great news tonight happy could burst,1
demi super girl dont like french fans,0
missing shotgun match guilted going store wife,0
got beat super larryonation,0
glad friday got work im tired,1
please check wwwmysweetebonycom lmk think first paysite post site,1
hungry food steal,0
rachael makes want cry,0
says everyone busy httpplurkcomprouv,0
pinkbunny awww thts good hunim worst day im sick,0
bimbler much work drink love afternoons pub,0
natalietran really like httptinyurlcomcmhr reminds little favor hfw,1
usually im gone celebs come unfair,0
need sit insides hurt ughhh,0
already c office people melt fighting air con fans dont help cant find budget,0
gus formally known worlds ugliest dog died well miss gus httpbitlyexjcn,0
back home phone grandma love miss,0
got la miss hawaii already dang,1
feet killing ive walked miles search art shopdoesnt seem like ealing one,0
geewhy youre jealous guess youll walking around office tomorrow malo,0
welcome doeko really glad know products rox man,1
miserable feel like im gona cry sux,0
kristenstewart wow cant believe u reached facebook limit friends crazy,1
misscherrypie wish could get back im thinking hours week bubble would okay,0
well productive since woohoo busy day lots,1
panicitsleslie aww thats still awesome fun though assume,1
need cheering,0
soundeffect haha thats awesome would cool horror movie death scene maybe coolbut amusingly ironic,1
shibuya yeah closer secret stumble,0
good morning everyone hope great day even though monday keep smiling,1
im allergic hot wax,0
feel like last night dream well guess say nightmare,0
fun airshow boys today exhausted,1
last week school finals yesss,1
alycemadden arent u famous already lol adoring fan fan would anything hehehe im fan,1
rockin river tonight,0
getsmart hahalive long amp prosper movie better thought awesome job im pleased,1
everbrandy nice capture,1
spent half day troubleshooting something wasnt even within control clusters doesnt always mean high availability,0
meganduffy aww miss u havent ate,0
danni really wish could go,1
stevenmorales like mean random person obviously dont know think alike,1
httptinyurlcomnqudrt hurt finger work,0
prayin dad wellington fl httplooptusfjqgt via furman live welly may pray f httpbitlylbsn,1
find john mayers tweets mighty entertaining hearty laughso thanks john,1
shygamer zeralyn told yall good girl see halo everything,1
god want sleep,0
hithit missing jmichelle told treat like step child smh,0
saraxmazing ah nfg super amazing jordan pretty legit cant stay longer meet everyone cuz hv hour drive home,1
heavenlyriot girls confusing,0
tor awesome book cant wait film enjoy dont scared x,1
jennabeaniscool wont need hugs anymore,0
rsvped qiuqius wedding invitation,1
arizonaobvious sucks,0
cant wait thursday,1
happy mothers day god mothers step mothers,1
wethetravis hope happens tomorrow ill providing dad gets better take,1
moredaysmoredays yayyay taken nearly finished better good,1
got home dinner mommy new grandma id rather hollywood right,1
phone keeps beeping thanks alan speeeeeen,1
im eating cookies sitting around week thanks andrea dear,1
recollecting jog almost perfect except unkown type hanging vehicle much mental noise mile jog,1
mrsbates left,0
goodbye sex city let hurry give mi cuz paper work lailashah summer bk,1
freaking bored bus hate poor return min train return hour long busipod battery,0
anncurry photos lovely knew talented photographer journalist,1
nobody loves twitter,0
wtf getting hmtm today revision revision revision,0
south style exhibition less week member fresh gallery otara,1
afaik little sad croccos longer available salsa wed nights bummerienjoyed going wed nights,0
nobody ever mandagh makes sad,1
rip sammie cat,0
fudgecrumpet saw deforestationso surprised bad back mrsfudgecrumpet moan back youlol,0
kat yeah im done work weekend im sooooo bummed,0
yesterday missed live chat internet problem,0
also liptons sparkling green tea gross,1
stop everything extremely uncool amp dont know identify dont shy let know unfollow thank youx,0
xxsteebiexx lol know wld like get reply seann william scott dont reply hes one favourite actors,0
hallooo bayernhallooo stau,1
surprisingly good day time sleep hopefully sweet dreams await,1
imintheroom imwatchingthehannahmoviewithmomshesaidthisfilmverygreat,0
cold take boat tonight might go anyway danvan isnt operation either bummer,0
teresamerica oh yeah see really gets going lol doesnt care doesnt like heheheheh great,1
rhettroberts haha best thing office birthdays hey,1
darrynstorm hey heyim finishing th june,1
hey robluketic quotkeep clearquot robluketic live gt httpustreamwv,1
jinxieg yup thats watch movies,1
wildcurl well still cant wait one shot,1
hmm im disappointed made servings able enjoy one stomach full wishing company help,0
weeks finally rained quite enough yet seems coming garden happy,1
misses home farm,0
jasoncalacanis damn missed live show guess wait till available itunes,0
hi blowmefool thanks follow good luck friend ha,1
audreythebaby gandang mac un ah sure market mas mahal pa sya sa macbook pro ang cool ng concept,1
toystorywasok party moved next weekend stupid weather,0
gleeding need tickettttt gah ya youve got reason havent listened dear elliott weeksoverdue,0
think world mileycyrus hannah montana set im missing tennessee alot today,0
ishanikki congratss,1
dhughesy safer say cube sphere roll buddy awesome time esp st one,1
chelseapiersnyc tinycc doesnt seem load thinking going batting cages apparently gotta book adv,0
great exercise sunday morning quotstopping wheel karmaquot raw transforming negativity love life,1
dahntay omg dunk dampier massive big ups love,1
lcpromotions doubt boo always leave behind awesome roadtrips,0
happiness comes withinso fact gray rainy monday doesnt bother well much,0
morethanfine wish could make quick trip la july miss la,0
jvfriedman cant need work overtime project lunchtime sorry,0
sumptuous mexican meal,1
need write really bad someone go get diary flat,1
dont think im gonna able go see jb concertwrong time close,0
missed jonaswebcast,0
maxcarver hey im fan new zealand loving show even tho soooo behind episodes haha keep good work,1
nienerenee hahaha niene ur soo smart lmao think good lookin whts gurlie come home weekend,1
turnitgrey computers broken broke laptop use phone ahh still cause fucked order,0
mafeinberg least large vocabulary benefit writer hope youre well sister,1
says good evening httpplurkcomprqhl,1
aubreyoday aubrey know speek lot fans say miss seing tv hope seeing,0
birdsandbones meeee listening sad music missing ps httpwwwdaytrottercom,0
um happy star wars day btw cheers scruffy looking nerfherders hot amis,1
lulion im praying sorry hear bro man,0
awww daddy got car accident pray hes shookn lil,0
hi recovering party looking forward exciting bank holiday around diy shopslife cant get much bettersurely,1
joepolitics last night awesome thanks hard work put get coffee,1
irishjonasfan lol making feel bad coming lol,0
dreamobscene know feel lovely relaxing weekend,1
goodlaura waves make ok,1
bodywisdominc sorry missed pcharityclassic saw across way busy taking pixabt came meet ubut u gone,0
head hurts wait see new photoshoot,0
httptwitpiccomqfl haha love,1
likes heavenly blushhhh,1
ok everyone im stuck bored ill,0
keep coughing guts,0
xomorganjane aw sad looking forward seeing,0
remirockit sounds like town,1
im plan transform bedroom today random,0
goodmorning,1
oh made evening forgot merlin tonight toss rove spielburg spielburg abc choices,1
dang seems every time blip song unavailable,1
shanesakata hi shane link doesnt seem work,0
bought awesome shooeessss,1
depressed ty much,0
peacefullvegan love pd fucking good wanted try something newi give stars meh,1
way school feeln rainy day lots fun weekend,0
jonathanrknight amp chicken soup amp ill good,1
donniewahlberg im feeling inspired todayi suppose bham concert tonight,0
hey everybody hah day cool got back walk dog klaudialorincz omgosh send link please,1
listening weightless time low thanks katarinahj making listening,1
covering grnturtle slow today amp lonely,0
scenexxqueen haha welcome world fail together,1
vanetarogers thank ye vaneta much appreciated,1
woke updont want go work,0
bbqs gone well weather stayed good right bonus bed training morning work,1
pntbtrkisses agree dogcrazy worth block amp let twitter police know harrassment,0
bye twitter amp fb world im san francisco airport ready board air china sure ill internet access,1
got stuck traffic jam today one sunburned arm,0
going dinner bbs,1
meghanian think got fixed woo hoo,1
penguinsnews go pens go gino wins pens,1
planning install windows tomorrow probably new posts another days least,1
happy mothers day gonna awesome blessed day getting ready bed beautiful sunny sunday,1
im watching tv home wishing could get chicken shish delivered go enough pennies,0
mitchelmusso httptwitpiccomswx wish calling cant malta,0
made bomb blew mouthjust made best fing dinner,1
already missing biddy bops home moms night watching little bro getting rest birthday party tomorrow,0
drewryanscott like u said quotgive tc chancequot miss thomas move watch httpbitlyrrfc,0
welcome new followers also,1
hilaryjp sun,1
roast yummy think mum impressed,1
alone home nice nice,1
dduane waves back good day,1
davidleibrandt good know fun,1
live long prosper fb,1
much disappointed angels demons movie shame great book,0
sinse dis thingnot reply message nuffin pshh caresi know im special x,0
chrisefs tryed day werent giving using,0
ugh soooo much work today trying make train game looking like hour sunday office,0
hannah montana set im missing tennessee alot today,0
brodyjenner u watch hills london u realise tourture weeks weeks late watch itonlinelol,0
opheliapunk nothing sad actually,0
fuckkk need sleepppppppp lol happy mothers day mummy,1
writeinink sure talkthe fabulous sex part though sorry dear,0
kinda pissed really wanted go see drag hell christina garrit work till im go httpznlmeoswgh,0
aw one fishies died,0
onyxxb shows sold wait til tomorrow sunday,0
vogleratmizzou yay breaking,1
loebette hooray avatar back wil go put gardeners zone,1
im sure people hangovers glad know im hangover free fjkeogh hope youre fragile morning,1
koifusionpdx another day couldnt find ended trying another cart cant remember name sigh,0
passed drivers test driveoh wait dont turn till october,1
aw wish ireland neilhimself,0
home got nice plugs chipotle,0
new twitter coolness conversations neighbors httpisgdybd thunderstorm,1
marley saddest movie ever never cry movies movie mad cry,0
nickcarter awww poor know youre us bless,1
dreading work tomorrow wish one day,0
sarahteaa good girl sarah weve got club,1
meiko didnt time morning go way across town take pic sad,0
littlefletcher hey ive seen musical live funny lol,1
heading kitsilano bbq weather bea utiful x,1
received personal email perez hilton,1
baby man years old week today hes growing fast,0
ouch head hurts,0
poor bretty yay phils,0
shaundiviney didnt get msg bought princess,0
missed westcott micro apollo,0
sun making happy shame work tonight x,0
still bed enjoying spring sunshine streaming window woke rigid extreme pain exhausted im positive today,1
got rite ear peirced brother got first peircing left ear also got new septum bars one black c bar balls,1
subclub took advice enjoyable small alone wouldve come lol,1
im feelin rite mood flor twitter dark,0
glossymom yeah getting point need new phone anyway gonna happen real soon,1
monday yayy need get demi lovato tickets sell,1
may fourth happy star wars day,1
rashidian come hang wif meeee,1
sooo readyyy summerr babyyyy,1
wow realized havent checked twitter since saw todo list good news got lot done bad newsdont know day went,0
carocat nooo hey youre back next week moving back good,1
fun times broke usb stick like literally broke,0
hey guys sun make day gloomy,0
hotpants two months something kinf prom im really excited havent contact,1
hey im back msn wont work darn msn haha cant stop thinking movie haha,1
storrao thank respects designer luismvaz,1
nickwall im bannished work till,0
says happy mothers day moms httpplurkcompstkr,1
soldierbeetle welcome hun amazing people make sure say hello,1
redrosepetals god bless ohsosexy rahul picture,1
beccyr program shows twitter facebook status updates one alright yeah probably wont use often,1
start work missing like crazyi wont seeing till tuesday,0
got back footy thankgod eagles,1
httptwitpiccomtw square b sad wasnt shes well square crocheted bee poly fibe,0
bookfoolery used book expo canada toronto cancelled year beatwittyparty beatwittyparty,0
dam missed hollyoaks nite,0
miss city leavepriciness pollution panhandlers,0
sun shining im driving lesson,1
feelin really awful mono sux much omglistening music,0
selling drumset sad day,0
reviews done new sentences iknow done wow role,1
claywalker glad hope yall make back near new orleans,1
mommy like quotwhyyyyyquot,0
peapodann second hit reply tweet asked stop playing music sad someone sing key works,0
ok wtf something menu window dont sell wanted bubble tea,0
burned tongue workkkkkkkkkkkkkkkkk,0
happy mothers day,0
living ignorance,0
im busy work todayit interferring socializing,0
started great mothers day season,1
great study time followed delicious japanese meal arty trying get back study mood,1
im tired idk doand much church nite gotta write sermon wash amp flat iron hair eat much,0
pizza breakfast shower classes,0
may th happy star wars day,1
george sad cant go car ride dad httpappsfacebookcomdogbookprofileview,0
httptwitpiccomhs yd drive within feet green nd time playing hole doesnt count though bcit golf,0
back reality boo,0
kaliie im sorry lol waitt think mum would still let bday stuff weekend,0
michelleweber never good time recourse small claims get atty involved,0
love laughter creativity,1
phone still blocked fav cll,0
stupid folkestone cinema showing star trek times damn,0
keepinupwkris hope great day tomorrow happy mothers day let us know,1
enjoyed steak quesadillas kinda mad cause im gonna miss laker game,1
spicybev yep mothers day well family ignore celebrating every day lol,0
annabranch let know goes,1
mitchelmusso wish could call live uk dont cash call,0
juenese totally felt bad guy haha im good miss guys,0
susiegroove yes thank contacted ce response,0
jwdilla im glad youve fun babe,1
back reality tomorrow think dig cigar smoke good one yes bought boxes quotgoodquot ones,1
getting ready see cousins graduate gonna miss em,1
candyconquest yes thanks haha field flowers dont exist singapore well ones frolick ins,1
buzzup would want clone unboxed new quot imac last night beautiful bad mine,0
recovering mexican fiesta bit much good time,1
feelin lonely spendin last hours friends,0
msknitsox thanks amy full hotness,1
umm yeaa go like watchmovieslinkcom something like pretty good quality,1
battery going die,0
duherica thanks,1
overwhelming im finally catching cousinbff since three havent seen years ah memories miss,0
met sarah kelly wow amazing woman god gave free tshirt gotta love free merch,1
dont make feel like used,0
humbush nothing perfect life darn,0
exhausted sore sunburnt im really happy,1
got back working im feeling pretty good work,1
costume shop cleaning starving bring food,0
vivianns minee yummm,1
ryanseacrest god day xx,1
ive realised wont able talk crazy cats sunday sad,0
aubreyoday aw wasnt sad give ginger little pat head mwah,0
last days schoolim sad happy anxious,0
finally making headway family room home finally begining look like btw dial go die,1
need motivation life oh love would nice,0
oh goshso close finishing song cant wait,1
im hungry nothing eat,0
abnormal shucks sorry sometimes get wrapped fb forget check doin,0
watching videos facebook makes feel like biggest creep guess also tweet woohoo,1
katoi awww happy birthday,1
newtoid oh jealous though youre missing fried potato bread,1
theolykos omg want go beach,1
thanks rawrvee fr yr congratulatory gweetin,1
elj ok nice one cheers boss liking lack fcs today,1
good day today tomorrow even better,1
new slippers piggys cute warm,1
good morning gym go,1
fun tonight make pillow fights skins wish could stayed,1
hey everyone whats got another hour half work tell something think wouldnt knowthis good one,0
wants hear voice,0
emo moment said good bye best friends ever well meet sure,0
